% randomly generated dataset
@relation soybean
@attribute date {april,may,june,july,august,september,october}
@attribute plant-stand {normal,lt-normal}
@attribute precip {lt-norm,norm,gt-norm}
@attribute temp {lt-norm,norm,gt-norm}
@attribute hail {yes,no}
@attribute crop-hist {diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@attribute area-damaged {scattered,low-areas,upper-areas,whole-field}
@attribute severity {minor,pot-severe,severe}
@attribute seed-tmt {none,fungicide,other}
@attribute germination {90-100,80-89,lt-80}
@attribute plant-growth {norm,abnorm}
@attribute leaves {norm,abnorm}
@attribute leafspots-halo {absent,yellow-halos,no-yellow-halos}
@attribute leafspots-marg {w-s-marg,no-w-s-marg,dna}
@attribute leafspot-size {lt-1/8,gt-1/8,dna}
@attribute leaf-shread {absent,present}
@attribute leaf-malf {absent,present}
@attribute leaf-mild {absent,upper-surf,lower-surf}
@attribute stem {norm,abnorm}
@attribute lodging {yes,no}
@attribute stem-cankers {absent,below-soil,above-soil,above-sec-nde}
@attribute canker-lesion {dna,brown,dk-brown-blk,tan}
@attribute fruiting-bodies {absent,present}
@attribute external-decay {absent,firm-and-dry,watery}
@attribute mycelium {absent,present}
@attribute int-discolor {none,brown,black}
@attribute sclerotia {absent,present}
@attribute fruit-pods {norm,diseased,few-present,dna}
@attribute fruit-spots {absent,colored,brown-w/blk-specks,distort,dna}
@attribute seed {norm,abnorm}
@attribute mold-growth {absent,present}
@attribute seed-discolor {absent,present}
@attribute seed-size {norm,lt-norm}
@attribute shriveling {absent,present}
@attribute roots {norm,rotted,galls-cysts}
@attribute class {diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}
@data
july,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,pot-severe,?,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,no,below-soil,dna,?,absent,absent,none,absent,diseased,absent,norm,absent,absent,norm,absent,norm,brown-stem-rot
october,lt-normal,gt-norm,?,yes,same-lst-yr,whole-field,?,?,lt-80,norm,abnorm,?,dna,dna,?,absent,absent,norm,yes,absent,dk-brown-blk,?,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,?,?,bacterial-pustule
september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,?,norm,yes,absent,tan,absent,?,absent,none,absent,diseased,absent,norm,absent,absent,?,present,rotted,alternarialeaf-spot
august,normal,lt-norm,norm,no,diff-lst-year,upper-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,?,none,absent,dna,brown-w/blk-specks,norm,absent,present,norm,absent,norm,alternarialeaf-spot
september,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,black,absent,norm,brown-w/blk-specks,norm,present,present,lt-norm,present,norm,brown-stem-rot
may,normal,gt-norm,gt-norm,yes,same-lst-yr,upper-areas,?,?,80-89,norm,abnorm,absent,?,gt-1/8,absent,absent,absent,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,?,absent,diseased,dna,norm,absent,present,norm,present,norm,brown-spot
august,normal,gt-norm,norm,?,same-lst-two-yrs,low-areas,pot-severe,none,90-100,?,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,?,absent,absent,none,absent,diseased,absent,norm,absent,?,norm,absent,norm,purple-seed-stain
september,normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,lower-surf,abnorm,yes,absent,dna,?,absent,absent,none,present,diseased,dna,norm,?,absent,norm,absent,norm,phytophthora-rot
june,lt-normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,norm,?,norm,present,absent,norm,absent,galls-cysts,phytophthora-rot
september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,80-89,norm,abnorm,absent,w-s-marg,dna,present,absent,?,norm,yes,absent,dna,?,absent,absent,none,absent,norm,brown-w/blk-specks,norm,absent,?,norm,absent,?,bacterial-blight
october,normal,lt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,other,?,norm,abnorm,absent,w-s-marg,?,present,absent,absent,norm,yes,absent,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,absent,?,absent,absent,norm,absent,rotted,powdery-mildew
may,normal,lt-norm,norm,yes,same-lst-two-yrs,low-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,yes,below-soil,dk-brown-blk,?,firm-and-dry,absent,?,absent,?,absent,abnorm,absent,present,norm,?,norm,diaporthe-pod-&-stem-blight
june,normal,lt-norm,norm,yes,same-lst-yr,scattered,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,brown-w/blk-specks,norm,present,absent,?,present,norm,alternarialeaf-spot
july,lt-normal,lt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,lt-80,norm,abnorm,yellow-halos,dna,lt-1/8,present,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,?,absent,norm,?,norm,2-4-d-injury
april,normal,gt-norm,gt-norm,yes,same-lst-yr,low-areas,minor,none,80-89,norm,abnorm,absent,?,gt-1/8,?,absent,?,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,dna,norm,absent,absent,norm,absent,norm,brown-stem-rot
may,lt-normal,gt-norm,norm,no,same-lst-two-yrs,low-areas,?,none,lt-80,norm,abnorm,no-yellow-halos,?,?,absent,absent,?,norm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,norm,absent,norm,absent,absent,?,absent,norm,anthracnose
august,lt-normal,lt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,?,dna,dna,present,absent,absent,abnorm,yes,absent,dna,present,absent,absent,black,absent,diseased,absent,norm,absent,?,norm,absent,rotted,diaporthe-pod-&-stem-blight
may,lt-normal,gt-norm,norm,yes,same-lst-yr,whole-field,?,none,90-100,norm,abnorm,absent,dna,gt-1/8,absent,?,absent,norm,yes,absent,dk-brown-blk,?,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,rotted,herbicide-injury
august,normal,gt-norm,norm,no,same-lst-two-yrs,low-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,?,?,yes,absent,dna,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
september,lt-normal,gt-norm,norm,yes,same-lst-yr,scattered,minor,none,lt-80,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,present,absent,norm,?,absent,?,absent,absent,absent,none,absent,norm,absent,?,absent,absent,norm,absent,rotted,brown-spot
september,?,norm,norm,yes,same-lst-sev-yrs,low-areas,?,fungicide,90-100,norm,abnorm,absent,dna,gt-1/8,absent,present,absent,norm,yes,absent,dk-brown-blk,?,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-pustule
july,normal,gt-norm,norm,yes,?,whole-field,pot-severe,?,?,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,brown,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,?,anthracnose
august,normal,lt-norm,gt-norm,?,diff-lst-year,low-areas,pot-severe,none,?,norm,abnorm,no-yellow-halos,?,gt-1/8,present,absent,absent,norm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,present,norm,frog-eye-leaf-spot
july,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,scattered,pot-severe,?,80-89,norm,abnorm,absent,dna,dna,absent,absent,?,abnorm,yes,above-soil,?,absent,absent,absent,none,absent,norm,absent,norm,?,present,norm,absent,norm,anthracnose
august,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,?,fungicide,?,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,?,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,?,?,absent,norm,?,norm,phytophthora-rot
september,lt-normal,gt-norm,norm,no,same-lst-sev-yrs,upper-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,brown-w/blk-specks,abnorm,absent,absent,norm,present,rotted,downy-mildew
august,lt-normal,lt-norm,norm,?,same-lst-yr,scattered,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,powdery-mildew
july,normal,norm,norm,yes,diff-lst-year,upper-areas,minor,none,lt-80,norm,abnorm,absent,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,firm-and-dry,absent,none,absent,norm,colored,abnorm,absent,absent,norm,absent,rotted,alternarialeaf-spot
july,lt-normal,gt-norm,gt-norm,?,same-lst-two-yrs,whole-field,?,none,lt-80,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,?,norm,yes,above-sec-nde,dna,present,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,gt-norm,gt-norm,?,same-lst-sev-yrs,low-areas,pot-severe,?,90-100,abnorm,abnorm,absent,w-s-marg,dna,absent,absent,lower-surf,norm,yes,absent,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,dna,abnorm,absent,present,norm,absent,norm,downy-mildew
september,?,norm,?,no,same-lst-sev-yrs,whole-field,pot-severe,?,80-89,norm,norm,absent,?,gt-1/8,absent,absent,?,norm,yes,above-sec-nde,dna,absent,firm-and-dry,absent,none,absent,norm,dna,norm,absent,absent,norm,?,norm,purple-seed-stain
august,normal,gt-norm,norm,?,same-lst-yr,whole-field,?,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,upper-surf,abnorm,yes,above-sec-nde,dna,absent,?,absent,none,absent,norm,absent,abnorm,absent,?,norm,absent,norm,bacterial-blight
september,normal,gt-norm,gt-norm,no,same-lst-sev-yrs,low-areas,pot-severe,?,90-100,norm,norm,no-yellow-halos,dna,gt-1/8,?,absent,absent,norm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,brown-w/blk-specks,norm,absent,absent,norm,?,norm,alternarialeaf-spot
october,normal,?,norm,yes,same-lst-yr,upper-areas,severe,?,90-100,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,?,absent,dna,absent,absent,absent,none,absent,norm,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,diaporthe-stem-canker
july,lt-normal,lt-norm,gt-norm,yes,same-lst-two-yrs,upper-areas,minor,?,lt-80,norm,abnorm,no-yellow-halos,dna,dna,?,absent,absent,norm,yes,below-soil,dna,absent,firm-and-dry,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,bacterial-pustule
june,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,minor,?,90-100,norm,abnorm,no-yellow-halos,dna,dna,absent,present,absent,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,dna,norm,?,?,norm,absent,norm,phytophthora-rot
july,normal,gt-norm,norm,?,same-lst-sev-yrs,low-areas,pot-severe,none,?,norm,abnorm,yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,?,absent,tan,?,absent,absent,?,absent,norm,?,norm,absent,?,?,?,norm,frog-eye-leaf-spot
august,lt-normal,gt-norm,norm,no,diff-lst-year,low-areas,pot-severe,fungicide,?,norm,norm,absent,dna,dna,?,absent,absent,norm,yes,absent,tan,present,absent,absent,brown,absent,?,?,norm,?,?,norm,absent,norm,bacterial-blight
august,lt-normal,lt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,?,norm,abnorm,absent,dna,?,absent,absent,?,abnorm,yes,absent,dna,absent,absent,absent,none,absent,diseased,colored,norm,absent,absent,norm,?,rotted,brown-spot
september,normal,lt-norm,gt-norm,no,same-lst-sev-yrs,upper-areas,minor,other,90-100,abnorm,abnorm,?,dna,dna,present,absent,absent,?,yes,above-sec-nde,brown,absent,?,absent,none,absent,norm,?,norm,present,absent,?,absent,norm,charcoal-rot
may,lt-normal,norm,gt-norm,yes,same-lst-sev-yrs,low-areas,pot-severe,?,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,?,abnorm,yes,absent,dk-brown-blk,present,absent,absent,none,absent,norm,?,norm,absent,present,norm,absent,rotted,alternarialeaf-spot
september,normal,?,?,yes,diff-lst-year,upper-areas,pot-severe,none,lt-80,abnorm,norm,absent,dna,dna,absent,?,absent,abnorm,yes,absent,dna,absent,?,absent,none,absent,norm,absent,norm,absent,absent,norm,present,norm,purple-seed-stain
september,normal,norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,?,dna,absent,?,?,norm,yes,above-sec-nde,dna,absent,absent,?,none,absent,diseased,brown-w/blk-specks,norm,absent,present,lt-norm,absent,norm,purple-seed-stain
july,normal,gt-norm,lt-norm,yes,same-lst-yr,low-areas,minor,none,80-89,norm,abnorm,absent,w-s-marg,dna,absent,?,?,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phytophthora-rot
october,normal,gt-norm,lt-norm,no,same-lst-sev-yrs,whole-field,pot-severe,fungicide,90-100,norm,abnorm,?,w-s-marg,gt-1/8,present,absent,absent,norm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,?,none,absent,norm,dna,?,absent,present,norm,?,norm,phytophthora-rot
august,normal,norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,?,lt-80,abnorm,abnorm,no-yellow-halos,?,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,?,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,normal,gt-norm,norm,yes,?,upper-areas,minor,fungicide,80-89,norm,abnorm,yellow-halos,w-s-marg,gt-1/8,absent,absent,?,norm,yes,absent,?,absent,absent,?,none,absent,diseased,?,norm,absent,absent,norm,?,norm,purple-seed-stain
july,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,?,abnorm,yes,above-sec-nde,brown,absent,absent,absent,none,absent,?,absent,norm,absent,?,norm,absent,?,frog-eye-leaf-spot
october,lt-normal,gt-norm,norm,yes,diff-lst-year,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,dna,present,absent,absent,abnorm,no,above-sec-nde,dna,absent,absent,absent,none,?,few-present,absent,norm,absent,absent,?,absent,?,frog-eye-leaf-spot
september,lt-normal,gt-norm,lt-norm,yes,?,upper-areas,minor,none,80-89,norm,abnorm,?,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,absent,brown,absent,absent,absent,none,absent,dna,?,norm,present,?,norm,absent,norm,frog-eye-leaf-spot
may,normal,lt-norm,norm,yes,same-lst-yr,upper-areas,?,none,90-100,abnorm,norm,no-yellow-halos,?,gt-1/8,absent,absent,absent,abnorm,?,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,brown-w/blk-specks,norm,present,absent,norm,absent,rotted,purple-seed-stain
september,normal,gt-norm,gt-norm,yes,same-lst-yr,scattered,minor,?,80-89,norm,abnorm,?,dna,dna,present,absent,absent,abnorm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,few-present,absent,?,absent,absent,?,absent,norm,frog-eye-leaf-spot
july,lt-normal,lt-norm,gt-norm,yes,same-lst-yr,whole-field,minor,?,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,?,absent,absent,abnorm,yes,absent,brown,absent,absent,absent,none,absent,norm,?,abnorm,absent,absent,norm,absent,norm,diaporthe-pod-&-stem-blight
september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,80-89,norm,abnorm,absent,w-s-marg,dna,absent,absent,lower-surf,norm,?,absent,dk-brown-blk,?,absent,absent,?,absent,norm,absent,norm,absent,absent,norm,absent,norm,powdery-mildew
october,lt-normal,gt-norm,gt-norm,no,same-lst-yr,low-areas,pot-severe,none,lt-80,abnorm,abnorm,yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,yes,above-soil,brown,absent,firm-and-dry,absent,none,present,norm,?,norm,absent,absent,norm,absent,norm,brown-spot
july,normal,gt-norm,norm,?,same-lst-sev-yrs,whole-field,pot-severe,none,90-100,norm,abnorm,?,w-s-marg,dna,?,absent,upper-surf,norm,yes,above-sec-nde,brown,?,absent,absent,none,absent,norm,dna,norm,present,absent,norm,absent,norm,phytophthora-rot
october,lt-normal,gt-norm,lt-norm,yes,same-lst-yr,low-areas,pot-severe,none,lt-80,abnorm,abnorm,absent,dna,lt-1/8,?,absent,absent,abnorm,?,below-soil,dk-brown-blk,present,absent,absent,none,absent,norm,dna,?,absent,absent,norm,present,norm,bacterial-pustule
july,normal,gt-norm,norm,?,same-lst-sev-yrs,low-areas,pot-severe,none,90-100,?,abnorm,yellow-halos,dna,gt-1/8,?,absent,absent,norm,yes,absent,brown,?,absent,present,none,absent,norm,absent,?,absent,absent,lt-norm,absent,norm,bacterial-blight
june,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,severe,fungicide,80-89,norm,abnorm,absent,dna,gt-1/8,absent,absent,?,norm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,norm,absent,norm,present,present,norm,?,norm,frog-eye-leaf-spot
october,lt-normal,gt-norm,norm,yes,diff-lst-year,upper-areas,minor,fungicide,90-100,norm,norm,no-yellow-halos,?,gt-1/8,absent,absent,absent,norm,yes,absent,brown,?,firm-and-dry,absent,none,absent,norm,colored,norm,absent,absent,lt-norm,absent,norm,brown-spot
may,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,minor,none,80-89,norm,abnorm,yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,bacterial-blight
september,normal,gt-norm,norm,yes,same-lst-yr,scattered,minor,none,90-100,norm,abnorm,?,w-s-marg,gt-1/8,absent,absent,?,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,diseased,absent,norm,absent,absent,norm,absent,norm,brown-spot
august,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,?,?,80-89,norm,abnorm,absent,dna,gt-1/8,?,absent,absent,norm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,?,dna,?,?,absent,norm,absent,norm,phytophthora-rot
august,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,minor,none,?,norm,abnorm,?,w-s-marg,gt-1/8,absent,present,absent,abnorm,no,?,dk-brown-blk,absent,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,absent,absent,norm,absent,?,phytophthora-rot
august,normal,gt-norm,norm,no,same-lst-yr,upper-areas,?,?,?,abnorm,abnorm,yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,no,above-sec-nde,dk-brown-blk,absent,absent,absent,black,absent,norm,absent,norm,absent,absent,norm,absent,?,brown-spot
july,lt-normal,gt-norm,norm,no,same-lst-sev-yrs,upper-areas,severe,none,lt-80,norm,abnorm,no-yellow-halos,?,dna,present,absent,absent,abnorm,yes,absent,dna,?,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,anthracnose
june,lt-normal,gt-norm,norm,yes,same-lst-yr,whole-field,minor,none,?,abnorm,abnorm,absent,dna,dna,absent,absent,absent,norm,yes,above-sec-nde,dna,present,firm-and-dry,absent,black,absent,norm,absent,norm,present,absent,?,?,norm,brown-spot
april,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,?,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,?,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,?,norm,diaporthe-pod-&-stem-blight
june,lt-normal,gt-norm,norm,yes,same-lst-yr,scattered,pot-severe,fungicide,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,?,abnorm,?,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,?,present,norm,absent,norm,brown-spot
august,normal,gt-norm,lt-norm,yes,same-lst-sev-yrs,whole-field,?,none,lt-80,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,no,absent,dna,absent,?,absent,none,absent,norm,absent,norm,?,absent,?,absent,norm,frog-eye-leaf-spot
september,normal,?,norm,?,same-lst-yr,whole-field,?,?,80-89,norm,abnorm,absent,?,dna,absent,absent,?,norm,yes,absent,dk-brown-blk,present,absent,absent,none,?,norm,dna,norm,absent,absent,norm,present,norm,phyllosticta-leaf-spot
october,normal,gt-norm,norm,no,same-lst-yr,whole-field,minor,fungicide,?,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,?,lower-surf,norm,?,absent,?,?,?,absent,none,absent,norm,absent,?,absent,absent,norm,absent,norm,charcoal-rot
june,normal,lt-norm,lt-norm,yes,same-lst-two-yrs,scattered,?,fungicide,80-89,norm,abnorm,?,w-s-marg,gt-1/8,absent,?,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,?,norm,absent,absent,norm,?,norm,phytophthora-rot
august,?,gt-norm,?,?,diff-lst-year,low-areas,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,norm,absent,norm,?,?,norm,absent,norm,frog-eye-leaf-spot
october,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,pot-severe,none,80-89,norm,norm,no-yellow-halos,w-s-marg,dna,?,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,present,norm,absent,norm,powdery-mildew
may,lt-normal,lt-norm,norm,?,same-lst-sev-yrs,low-areas,pot-severe,?,80-89,norm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,absent,absent,absent,abnorm,?,absent,brown,present,absent,absent,none,present,diseased,absent,?,absent,?,norm,absent,norm,phytophthora-rot
october,normal,gt-norm,lt-norm,?,same-lst-two-yrs,low-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,present,absent,norm,yes,absent,dna,present,absent,absent,none,absent,diseased,absent,?,absent,absent,norm,absent,norm,powdery-mildew
october,lt-normal,norm,gt-norm,yes,same-lst-two-yrs,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,?,absent,?,abnorm,yes,absent,dk-brown-blk,?,?,absent,none,absent,norm,brown-w/blk-specks,norm,?,absent,norm,absent,norm,anthracnose
august,lt-normal,gt-norm,gt-norm,?,same-lst-two-yrs,low-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,?,gt-1/8,?,absent,absent,abnorm,yes,above-sec-nde,brown,absent,absent,absent,none,?,norm,brown-w/blk-specks,abnorm,absent,?,norm,?,norm,charcoal-rot
july,normal,gt-norm,norm,?,same-lst-sev-yrs,upper-areas,pot-severe,none,lt-80,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,?,abnorm,yes,absent,dk-brown-blk,?,firm-and-dry,absent,none,absent,norm,absent,abnorm,?,absent,norm,absent,norm,rhizoctonia-root-rot
august,normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,severe,none,90-100,norm,abnorm,absent,w-s-marg,gt-1/8,?,absent,absent,norm,?,absent,dna,absent,?,absent,none,absent,norm,absent,norm,present,absent,norm,absent,norm,bacterial-pustule
october,normal,gt-norm,norm,yes,same-lst-yr,whole-field,minor,?,?,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,?,norm,yes,absent,brown,absent,absent,absent,none,absent,norm,colored,abnorm,absent,absent,norm,absent,norm,phytophthora-rot
august,normal,gt-norm,gt-norm,no,diff-lst-year,low-areas,pot-severe,?,80-89,abnorm,norm,no-yellow-halos,dna,?,?,absent,absent,?,yes,absent,tan,absent,absent,absent,?,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,gt-norm,lt-norm,?,same-lst-yr,whole-field,minor,fungicide,90-100,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,present,?,lower-surf,norm,yes,below-soil,dna,absent,absent,absent,none,absent,norm,absent,?,absent,absent,norm,absent,norm,purple-seed-stain
october,lt-normal,gt-norm,lt-norm,yes,same-lst-sev-yrs,whole-field,severe,other,90-100,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,dna,abnorm,present,present,?,absent,?,herbicide-injury
september,lt-normal,?,norm,no,same-lst-two-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,absent,?,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,phyllosticta-leaf-spot
june,normal,norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,80-89,abnorm,abnorm,absent,w-s-marg,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,?,absent,norm,present,present,norm,absent,norm,diaporthe-pod-&-stem-blight
october,lt-normal,gt-norm,lt-norm,yes,diff-lst-year,low-areas,?,none,80-89,norm,abnorm,absent,?,?,absent,absent,absent,abnorm,?,?,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,absent,?,norm,absent,galls-cysts,brown-spot
july,lt-normal,gt-norm,norm,yes,same-lst-yr,whole-field,?,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,lower-surf,norm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,?,absent,norm,present,norm,alternarialeaf-spot
september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,upper-areas,minor,fungicide,lt-80,norm,abnorm,absent,w-s-marg,?,absent,absent,absent,norm,?,absent,dk-brown-blk,absent,absent,absent,none,absent,?,dna,norm,absent,absent,norm,absent,norm,anthracnose
august,normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,pot-severe,none,80-89,norm,abnorm,absent,dna,gt-1/8,absent,present,absent,abnorm,?,absent,brown,present,firm-and-dry,absent,none,absent,diseased,?,norm,absent,absent,norm,present,norm,frog-eye-leaf-spot
