% randomly generated dataset
@relation cpu
@attribute MYCT REAL
@attribute MMIN REAL
@attribute MMAX REAL
@attribute CACH REAL
@attribute CHMIN REAL
@attribute CHMAX REAL
@attribute class REAL
@data
29,1000,4000,131,1,24,31
17,1000,16000,0,8,4,20
26,8000,8000,0,1,8,151
175,1000,4000,160,2,128,53
38,8000,16000,0,3,2,116
50,256,8000,0,5,12,350
50,16000,1000,1,1,112,56
133,2000,32000,0,1,12,73
72,768,4000,8,1,6,28
57,256,32000,8,1,6,41
810,16000,16000,1,1,16,31
200,4000,16000,0,8,24,175
75,2000,16000,48,2,8,59
810,8000,64000,0,1,8,21
59,8000,32000,0,1,5,20
167,4000,16000,0,1,4,18
92,1000,12000,0,1,2,56
50,256,12000,64,1,8,34
105,2000,4000,64,12,8,53
50,1000,24000,24,1,6,37
25,1000,6200,0,1,32,281
167,1000,32000,8,1,6,54
150,4000,16000,2,4,5,35
140,2000,2000,8,3,4,37
140,96,4000,128,12,64,46
25,2300,16000,8,12,24,34
180,256,8000,0,1,1,73
133,2000,6300,0,4,12,190
810,4000,16000,0,4,128,157
25,8000,8000,8,1,8,?
140,1000,16000,16,1,0,113
29,512,8000,0,1,2,181
180,524,16000,16,26,6,53
110,1000,4000,12,1,1,128
143,1000,8000,0,3,10,99
180,2000,16000,16,8,6,31
200,1000,2000,8,8,176,23
1500,3000,3000,16,1,32,81
17,2000,16000,0,2,24,253
220,16000,16000,8,1,1,350
23,2000,8000,8,3,?,78
800,4000,2000,8,1,10,34
30,4000,8000,16,1,8,19
29,4000,4000,0,16,3,227
50,2000,16000,8,6,8,24
220,256,32000,0,6,24,54
143,32000,16000,0,6,8,20
800,2000,32000,65,1,3,30
160,1000,24000,4,12,0,?
150,8000,5000,0,1,12,53
800,8000,32000,65,6,6,26
38,2000,64000,0,12,32,102
110,256,64000,6,3,8,35
?,2000,1000,0,6,6,19
50,2000,16000,0,8,5,78
30,262,8000,16,?,16,267
300,2000,32000,4,1,176,41
105,4000,4000,32,1,8,38
50,128,5000,0,1,5,27
200,512,64000,0,1,6,25
160,1000,32000,0,1,2,47
?,524,1000,0,0,32,30
38,1000,10480,0,1,32,23
480,512,5000,24,1,16,82
50,8000,24000,32,4,64,126
64,768,?,32,1,4,30
150,512,6000,4,12,16,34
75,2000,3000,8,5,24,41
50,3000,?,0,5,16,151
25,2000,8000,32,1,6,18
105,2000,24000,4,1,8,171
29,1000,16000,64,3,6,86
700,1000,4000,16,4,24,267
320,8000,1000,131,1,12,34
56,?,4000,64,12,32,360
900,512,32000,8,1,24,116
50,384,4000,64,1,16,67
110,1000,16000,0,5,24,25
29,4000,4000,0,3,2,43
330,?,5000,4,8,1,74
75,2000,2000,32,6,24,36
133,2000,8000,8,3,5,227
1500,8000,32000,4,1,6,47
800,2000,5000,0,12,5,44
330,3000,3000,0,1,8,88
59,1000,32000,0,8,6,53
320,768,12000,6,1,14,34
700,512,16000,1,1,38,44
38,96,3000,?,12,12,181
125,2000,32000,0,1,?,45
57,256,8000,128,8,4,28
50,1000,16000,32,0,6,23
50,16000,4500,0,2,5,74
330,512,4000,64,5,24,82
75,1000,512,65,8,24,52
180,2000,1000,0,3,24,24
50,4000,4000,0,3,20,?
800,1500,512,0,1,64,26
75,?,8000,8,4,16,80
100,1500,8000,0,52,0,149
25,1000,32000,16,1,6,29
50,512,10480,0,1,8,46
200,2000,8000,8,2,5,50
50,256,16000,24,1,2,183
115,2000,4000,8,4,?,17
225,256,4000,0,3,24,53
225,8000,2000,256,1,5,136
480,2000,3000,0,8,6,34
200,512,4000,8,1,16,26
125,2000,2000,0,8,6,171
320,4000,8000,8,1,20,24
800,2000,1000,4,1,8,270
100,8000,4000,0,1,24,360
200,256,2000,0,1,4,74
300,2000,12000,64,1,?,138
800,256,2000,?,12,10,18
225,2000,16000,24,8,6,45
600,1000,16000,64,3,16,157
50,1000,4000,0,6,64,18
110,768,16000,8,5,7,31
480,4000,16000,0,12,5,29
900,1000,16000,6,3,6,24
125,192,20970,8,4,4,113
50,128,768,0,8,16,26
330,8000,8000,32,1,1,117
400,256,32000,32,1,8,80
220,4000,8000,24,8,64,44
600,4000,4000,0,4,6,20
56,1000,8000,64,3,8,76
225,512,16000,24,3,1,20
140,256,16000,0,1,6,149
26,256,4000,160,12,32,19
75,1000,16000,16,1,12,74
125,2000,8000,64,3,12,41
1100,512,5000,0,3,6,32
125,256,8000,2,6,8,78
60,2000,3000,4,1,12,19
180,2000,12000,32,1,24,41
50,1000,8000,16,4,8,82
330,2000,16000,64,1,5,919
29,512,4000,256,16,24,20
200,2000,16000,8,1,1,27
700,2000,4000,128,1,6,47
320,8000,4000,32,1,6,117
1100,768,8000,24,1,8,128
160,262,8000,64,1,8,253
50,1000,12000,0,1,8,35
125,2000,8000,0,1,32,46
50,2000,10480,16,8,24,45
700,4000,8000,0,1,10,181
1100,2000,8000,32,3,24,603
50,2000,8000,4,8,6,34
23,256,8000,0,1,16,27
180,2000,1000,24,1,24,29
900,1000,4000,8,2,5,20
50,4000,32000,?,1,4,44
200,512,8000,0,8,6,227
59,768,8000,0,1,24,82
800,524,32000,32,1,64,267
900,2000,2000,8,3,3,136
180,4000,16000,0,1,8,136
26,256,3000,0,2,32,81
225,16000,4000,16,1,16,41
75,4000,16000,0,5,?,30
125,1000,12000,0,2,8,56
50,2620,2000,256,1,1,37
105,4000,8000,0,8,16,80
?,5240,8000,8,1,16,749
38,1000,12000,0,3,6,132
900,8000,8000,2,5,1,82
50,4000,16000,64,1,4,21
1100,768,4000,2,1,16,53
225,512,8000,24,0,104,80
350,8000,4000,0,6,6,28
105,8000,16000,32,5,15,102
180,2000,32000,16,1,24,20
57,256,4000,0,1,128,28
50,2000,32000,0,1,24,749
50,2000,32000,0,16,4,350
30,2000,4000,256,3,6,80
200,512,8000,128,1,6,30
26,524,12000,0,52,16,74
175,2000,2000,4,1,1,113
59,2000,12000,8,1,16,19
240,256,16000,0,1,28,275
143,16000,16000,0,8,2,31
110,512,16000,128,1,4,53
105,256,16000,0,16,10,23
25,2000,1000,6,3,?,17
116,2000,16000,8,1,24,102
160,8000,5000,6,4,54,21
143,4000,6200,32,2,10,?
25,1000,8000,0,1,8,46
48,1000,32000,8,4,7,28
25,4000,4000,0,1,4,113
320,96,6300,32,8,12,136
330,2000,32000,142,3,32,35
70,2000,16000,48,12,6,253
100,512,2620,64,8,1,86
900,1000,8000,32,16,4,30
400,3000,16000,256,3,16,126
140,5240,4000,2,1,12,101
800,16000,2000,0,1,7,281
105,256,2000,0,?,6,65
480,2000,2000,16,1,24,361
400,1000,4000,0,8,54,382
240,2000,8000,6,1,0,24
50,2000,32000,0,3,6,76
320,1000,4000,0,8,38,19
320,1000,64000,?,1,24,199
50,2000,8000,32,2,32,138
56,1000,?,0,0,64,119
17,768,2000,32,1,2,76
?,16000,32000,0,5,6,95
250,8000,8000,0,3,12,275
50,1000,2000,256,1,4,52
320,5240,32000,0,1,12,360
38,2000,8000,0,1,0,?
50,768,16000,32,1,4,30
250,768,4000,32,1,8,17
72,512,12000,32,12,2,28
240,2000,16000,0,1,16,31
29,2000,4000,0,3,8,56
56,2000,32000,32,1,16,24
56,512,10480,32,6,1,80
26,2000,8000,24,1,24,74
320,512,32000,0,1,16,20
320,768,12000,8,5,3,47
240,512,4000,32,0,32,43
26,512,32000,32,1,6,31
50,4000,16000,0,3,2,21
72,1000,6200,8,1,2,30
30,2000,1000,0,4,38,35
1500,500,4000,0,16,6,75
300,192,12000,16,1,2,74
320,256,16000,0,6,8,25
160,1000,1000,24,5,8,20
52,512,5000,4,1,32,19
26,2000,12000,96,6,24,290
110,768,4000,2,3,2,64
1100,8000,32000,0,3,8,20
143,1000,4000,128,1,6,149
50,8000,6000,0,1,6,32
320,4000,24000,0,26,0,81
320,3100,8000,0,1,4,181
50,2000,8000,0,12,24,47
160,2000,8000,4,12,38,21
480,2000,16000,0,4,3,382
38,2000,8000,0,3,10,102
180,1000,4000,64,8,1,44
60,4000,16000,8,5,4,74
50,?,4000,8,1,32,253
56,4000,16000,32,3,2,27
140,1000,4000,8,1,16,220
50,384,16000,8,3,2,18
140,4000,20970,24,6,5,20
180,1000,8000,16,12,6,47
100,2000,16000,0,1,4,76
25,1000,6200,8,1,8,56
92,4000,32000,64,6,8,88
300,512,16000,4,1,8,76
50,1000,16000,1,1,10,17
125,1000,8000,0,1,24,25
225,2000,2000,16,3,4,42
300,3000,8000,24,6,32,53
115,16000,64000,0,3,5,32
140,4000,32000,131,1,32,113
143,500,2000,16,12,32,44
320,2000,24000,0,3,3,50
200,8000,4000,0,3,6,46
143,8000,8000,2,6,6,29
480,768,8000,32,1,32,19
50,2000,16000,64,1,24,23
225,2000,8000,16,1,8,65
29,4000,4000,8,8,4,82
64,256,2000,0,16,24,47
250,2000,20970,8,6,8,350
50,256,2000,8,8,4,62
57,512,4000,8,1,16,46
75,1000,8000,64,12,24,175
56,1000,16000,0,3,4,44
72,4000,8000,0,1,32,978
59,2000,8000,0,3,1,35
810,1310,4000,16,1,12,190
60,?,12000,24,1,4,132
180,512,16000,32,1,176,53
300,4000,8000,0,1,6,80
1500,4000,4000,0,1,13,88
38,512,24000,16,3,2,41
50,2000,16000,24,1,2,28
200,1500,8000,64,1,20,28
320,256,8000,32,4,14,47
50,262,4000,30,8,16,41
250,1000,4000,9,1,8,28
140,2000,8000,1,3,1,30
240,1000,6000,0,1,16,41
50,1000,12000,24,8,8,74
225,8000,16000,0,1,8,142
133,1310,8000,16,2,32,47
50,1000,16000,8,1,5,62
140,1000,2000,32,5,4,74
90,2000,2000,0,1,48,46
143,8000,32000,4,32,4,41
?,2000,6300,0,1,176,45
50,512,8000,0,6,6,341
50,2000,12000,0,4,12,34
240,4000,16000,64,8,1,27
56,512,2000,0,1,4,24
50,2000,12000,0,1,4,128
50,512,8000,0,1,16,86
200,1500,1000,64,16,5,29
200,2000,2000,0,1,4,47
200,2000,?,32,6,5,18
105,4000,4000,0,1,176,107
75,16000,2000,0,1,12,116
75,512,5000,0,3,32,34
160,1000,16000,8,1,3,28
110,16000,2000,16,4,5,29
160,384,6000,4,52,3,21
110,8000,8000,0,6,24,35
330,512,4000,0,1,6,34
320,2000,4000,128,6,8,44
900,256,32000,4,1,24,341
160,2620,4000,142,1,8,275
225,4000,6000,8,1,112,120
56,2000,512,0,?,6,39
320,2000,3000,64,16,14,101
300,5000,4000,24,6,19,33
330,?,4000,16,1,8,52
75,8000,8000,8,1,32,33
56,64,?,8,1,12,128
300,8000,6000,64,1,12,24
56,512,768,0,1,24,28
40,8000,4500,0,1,6,37
48,1000,8000,8,5,32,56
200,262,6000,0,1,1,47
185,8000,16000,8,8,12,40
50,256,32000,32,1,0,270
29,512,16000,8,1,54,227
900,2000,4000,64,2,5,30
60,1000,2000,9,1,32,20
50,2000,20970,64,3,8,20
40,8000,16000,0,6,24,36
115,1000,8000,8,1,1,43
900,2000,5000,0,8,12,138
29,2000,8000,48,0,24,136
26,1000,8000,4,4,48,34
56,1000,32000,8,1,10,120
480,1000,32000,48,1,31,382
72,1000,4500,0,3,24,19
50,16000,1000,32,1,6,107
98,2000,12000,24,4,6,50
56,768,2000,8,1,6,47
133,1000,6300,8,1,64,65
35,1500,16000,0,1,24,23
140,2000,2000,4,3,32,88
50,1310,16000,32,6,6,15
180,512,8000,6,1,5,29
180,8000,32000,8,3,?,102
105,1310,1000,142,6,16,138
30,2000,3000,0,1,12,28
?,512,32000,16,1,14,27
35,16000,4000,0,3,64,36
60,512,16000,0,4,4,34
700,16000,4000,64,6,10,29
26,2000,2000,256,1,38,138
105,2000,8000,8,8,12,82
?,8000,8000,64,1,3,24
240,4000,3500,0,1,0,361
59,5000,16000,0,4,3,128
250,2000,8000,0,1,32,20
320,8000,768,4,4,6,101
50,500,768,0,12,5,919
100,1000,5000,64,3,8,30
72,4000,24000,32,3,13,99
700,2000,8000,128,6,24,28
105,768,2000,32,1,6,45
72,2000,20970,128,1,20,253
300,1000,8000,0,1,8,34
200,512,4000,0,1,5,28
203,1000,16000,2,1,5,21
100,2000,16000,0,3,38,33
180,2000,24000,0,1,3,56
40,256,8000,0,16,54,74
110,512,16000,0,8,2,74
175,2000,?,8,1,6,126
400,2000,8000,30,8,3,157
140,2000,12000,16,1,176,23
143,512,64000,0,3,1,76
140,2000,8000,0,1,5,36
143,1000,2000,0,2,1,37
330,512,?,6,5,16,32
160,256,4000,128,12,64,41
140,2000,2000,24,8,16,603
?,16000,4000,16,3,6,50
480,1000,32000,0,1,5,45
115,4000,2620,16,1,24,28
40,768,12000,0,1,20,183
300,512,16000,64,1,16,220
56,96,8000,0,1,5,74
300,32000,4000,0,1,1,25
?,1000,512,128,1,2,40
23,2000,8000,64,1,10,74
23,1000,16000,30,5,6,24
50,1000,4000,0,8,112,341
1500,2000,20970,0,12,0,48
56,2000,4000,6,4,32,22
160,8000,64000,0,16,6,17
480,2000,6000,64,1,6,46
?,16000,16000,8,1,8,31
105,4000,2000,32,3,32,15
200,512,2000,32,8,24,33
400,2000,2000,9,1,32,20
50,768,768,8,1,32,18
115,2000,4000,9,1,14,126
75,1000,4000,0,1,15,28
26,4000,8000,30,1,8,29
50,2000,8000,24,1,8,20
17,3100,2000,0,8,2,190
300,2000,32000,16,0,5,253
220,1000,4000,4,52,54,20
203,32000,4000,48,16,6,?
26,2000,4000,96,1,6,36
800,4000,16000,0,0,64,28
50,256,32000,0,4,24,46
92,2000,4000,64,16,32,266
57,2000,16000,0,4,24,59
38,1000,4000,0,12,24,64
140,4000,8000,142,8,5,183
100,512,4000,0,16,8,30
50,64,16000,32,1,1,23
50,256,2000,32,12,5,24
320,768,12000,32,0,64,74
143,4000,4000,0,8,32,116
105,4000,16000,64,1,6,27
320,4000,6000,8,1,1,32
124,2000,4000,2,3,32,113
50,1000,24000,0,1,24,18
57,2000,4000,0,1,5,46
?,1000,16000,0,1,24,70
112,4000,4000,8,2,32,46
180,3100,1000,0,1,8,23
30,768,8000,24,1,1,25
140,1000,8000,8,?,4,157
26,2000,6200,0,1,7,21
25,2000,64000,128,1,2,?
110,2000,3000,0,6,6,23
56,2000,8000,24,?,1,190
105,1000,8000,64,1,0,95
160,1000,20970,?,1,64,29
160,96,4500,32,6,8,74
84,2000,4000,0,1,32,41
70,2000,2000,16,1,1,124
105,2300,4000,0,8,12,36
110,2000,16000,0,8,8,74
26,2000,16000,0,1,32,37
29,4000,12000,32,1,20,80
56,1000,16000,8,8,12,30
320,2000,8000,64,1,16,26
50,4000,8000,8,16,6,41
56,2000,3000,8,1,?,82
143,1000,4000,128,1,6,360
200,2000,12000,0,1,15,20
30,96,16000,32,1,3,21
700,1000,8000,0,8,24,138
180,2000,8000,1,?,38,29
800,1000,2000,1,3,26,28
?,2000,32000,32,5,1,36
23,8000,4000,32,3,1,28
110,256,32000,6,12,6,30
300,256,4000,0,1,10,53
38,1000,2000,64,1,6,22
56,8000,8000,4,1,?,28
400,2000,32000,0,1,10,24
26,2000,16000,128,1,32,382
25,1000,5000,0,1,6,381
143,16000,8000,30,1,12,35
40,2000,1000,2,1,8,64
115,4000,4000,24,4,24,603
240,1000,8000,64,4,32,19
140,1000,12000,0,1,16,82
26,768,64000,32,2,2,34
400,16000,4000,0,8,8,67
320,2000,8000,0,1,6,361
50,256,8000,16,16,4,44
225,2000,16000,24,5,32,82
300,2000,20970,32,3,6,50
105,8000,16000,8,3,20,30
480,256,8000,0,?,16,30
110,2000,4000,32,3,4,44
320,4000,12000,24,2,24,281
115,1000,4000,32,1,?,18
700,1000,16000,24,12,5,28
180,2000,8000,4,3,6,54
116,1000,2000,0,6,32,181
29,4000,32000,16,1,32,227
160,4000,16000,16,1,4,?
50,2000,4000,0,52,24,978
23,1000,32000,4,0,10,113
140,512,6200,32,2,15,136
50,2000,4000,64,1,1,33
180,16000,6000,0,1,4,20
320,512,2000,0,8,2,39
26,2000,2000,4,1,6,270
50,256,12000,0,16,54,50
125,2000,16000,65,2,24,28
23,2000,16000,0,1,4,74
50,524,8000,48,8,12,20
29,8000,32000,0,1,6,21
320,2000,8000,256,2,64,31
350,1000,8000,8,1,2,21
70,524,8000,0,8,19,102
115,2000,4000,?,3,4,157
25,512,512,0,2,20,31
143,2000,4000,8,7,1,50
700,8000,8000,64,8,3,82
180,1000,32000,0,1,24,45
300,4000,?,64,1,1,48
38,5240,5000,0,1,4,48
60,2000,32000,0,8,26,15
50,2000,?,0,1,24,29
320,96,8000,0,1,6,26
200,8000,?,48,1,32,270
?,768,1000,0,1,24,603
105,4000,16000,16,1,16,25
26,4000,4000,8,1,8,220
26,1000,4000,32,1,8,82
110,512,2000,0,3,14,41
75,64,768,24,1,8,175
105,2000,2000,12,6,2,25
800,5240,16000,142,4,20,113
50,768,16000,8,16,48,116
56,2000,6000,64,12,32,350
116,1000,2000,0,3,1,74
1500,512,16000,64,?,6,132
800,4000,2000,30,1,4,381
25,8000,4000,0,0,2,36
180,512,6000,0,4,1,382
133,2000,8000,64,16,32,18
25,4000,32000,0,8,64,70
50,2000,6000,0,16,64,46
56,16000,16000,96,3,5,47
320,1000,2620,48,12,8,361
320,4000,32000,0,1,24,102
26,8000,2000,1,6,7,34
800,512,64000,2,2,6,20
180,1000,8000,9,6,1,102
100,96,8000,16,4,64,28
26,4000,8000,32,3,8,120
700,512,4000,48,1,?,88
300,512,12000,0,4,8,24
125,16000,16000,8,1,32,24
185,256,12000,0,6,8,72
50,16000,2000,64,1,13,15
56,128,4000,96,1,32,253
30,1000,4000,64,12,3,26
60,2000,16000,24,6,38,919
60,1000,8000,128,3,176,74
200,2000,16000,8,16,24,47
140,8000,2000,64,1,24,253
320,1000,16000,0,3,1,136
1100,768,16000,4,16,3,18
600,4000,8000,64,1,4,47
110,8000,32000,0,12,24,128
64,1000,4000,30,8,54,20
600,512,2000,0,4,28,80
48,2620,32000,64,1,7,120
180,2000,4000,0,4,2,20
60,2000,8000,32,1,24,35
23,2000,?,32,1,6,53
115,2000,8000,?,3,24,54
75,2000,2000,?,0,6,26
50,2000,2000,?,3,8,18
26,512,16000,2,3,2,31
143,512,8000,8,6,4,25
225,1000,24000,0,1,14,44
180,1000,2000,32,3,24,21
25,4000,1000,16,8,24,74
180,2000,2000,0,6,10,26
185,16000,16000,0,16,16,23
30,256,2000,65,8,32,41
38,4000,16000,16,1,16,22
48,4000,32000,48,1,3,44
112,1000,32000,1,5,6,360
26,1000,16000,30,1,10,426
25,2000,16000,9,16,32,22
29,2000,64000,16,4,8,132
92,2000,4000,256,?,64,24
75,2000,32000,8,2,54,749
180,?,3500,8,1,1,34
105,2000,8000,48,6,5,183
900,2000,4000,64,1,8,34
240,8000,12000,0,3,12,18
250,2000,32000,0,2,24,175
180,2000,6000,16,1,8,54
300,2000,1000,32,1,6,23
105,4000,16000,0,1,3,46
140,1000,64000,0,4,14,113
143,2000,4000,0,12,5,39
30,2000,2000,0,1,16,220
110,1000,16000,0,1,8,25
300,2000,16000,?,1,2,39
300,1000,8000,32,0,64,120
124,2000,4000,0,1,6,28
140,2000,8000,0,3,32,47
38,2000,32000,0,1,12,29
50,512,1000,64,6,7,47
50,2000,32000,0,12,54,18
50,2000,32000,6,12,3,33
600,1000,4000,2,1,2,35
140,8000,24000,32,1,26,749
1100,1000,8000,0,5,4,30
64,1000,4000,8,8,3,382
17,5000,16000,65,1,24,31
700,1000,4000,6,3,32,46
320,512,512,8,3,24,30
56,96,8000,0,1,8,29
125,1000,1000,128,16,24,32
220,8000,32000,6,1,8,19
800,512,3000,0,1,13,74
140,1000,32000,131,3,24,64
75,2000,32000,0,8,14,18
160,1000,4000,128,6,16,95
330,2000,16000,0,1,6,?
140,512,16000,8,1,2,76
900,256,6000,6,1,6,19
29,1000,?,2,6,32,75
100,8000,2620,64,6,16,20
50,8000,32000,131,1,32,117
320,2000,64000,0,1,5,?
180,1000,8000,256,16,3,117
225,1000,12000,32,1,20,25
72,4000,8000,8,1,24,24
300,8000,8000,6,1,6,36
300,2000,8000,0,?,3,227
50,768,8000,64,1,6,102
200,1000,8000,4,1,0,78
125,2000,16000,1,5,32,34
23,5240,2000,0,1,6,50
160,8000,32000,0,1,6,34
320,512,4000,8,1,2,29
810,2000,2000,0,1,16,35
900,2000,16000,4,0,8,33
23,256,8000,64,6,3,124
105,2000,8000,0,32,24,227
57,1000,12000,0,1,64,23
26,768,8000,24,26,12,19
26,16000,10480,0,8,6,81
320,16000,4000,0,4,176,253
400,2000,8000,2,1,6,128
200,4000,8000,8,0,54,34
26,256,6200,8,1,16,78
30,512,16000,32,8,24,53
59,2000,6000,4,1,0,21
200,2000,2000,6,1,10,749
50,2000,8000,4,1,5,22
200,192,24000,4,?,24,171
700,8000,5000,24,1,5,19
140,512,16000,131,1,24,34
59,512,8000,8,1,14,382
50,5240,2000,64,12,2,35
92,1000,16000,32,4,24,?
320,1000,4000,64,1,16,53
300,1000,8000,8,3,64,46
160,768,16000,32,6,64,361
115,4000,8000,8,1,6,382
50,256,32000,30,1,6,28
180,1000,4000,24,3,3,33
300,?,4000,128,1,5,749
98,5240,16000,8,6,6,21
105,1000,8000,0,1,1,29
98,16000,4000,12,12,6,31
105,256,16000,0,2,24,37
800,1000,8000,9,2,8,53
72,96,512,64,16,104,101
900,8000,16000,?,1,31,53
116,16000,512,2,1,6,381
?,768,768,6,1,16,43
50,1000,4000,0,6,6,29
50,1000,16000,128,1,24,136
50,4000,16000,160,1,24,220
700,2000,24000,0,16,24,35
23,8000,8000,0,1,1,19
50,768,16000,0,16,48,19
52,500,6000,8,1,2,21
92,4000,12000,16,12,7,34
50,1000,12000,64,6,1,26
203,1000,8000,30,4,12,50
140,1000,1500,0,1,2,82
143,512,8000,32,1,112,70
100,2620,1000,24,2,24,29
30,1000,10480,4,0,3,426
160,512,8000,2,1,12,24
700,512,2000,0,3,20,24
115,1500,8000,8,1,8,62
40,4000,5000,32,1,24,34
50,64,32000,30,8,13,113
25,2000,6000,32,1,16,88
140,2000,8000,0,1,4,82
140,16000,8000,8,3,12,39
185,1000,4000,32,1,24,86
105,1000,5000,16,1,24,21
105,1000,16000,32,16,28,53
800,2000,8000,8,6,28,34
140,768,4000,64,3,10,20
800,8000,4000,32,8,6,157
92,1000,8000,64,1,4,56
140,2000,4000,4,1,32,21
133,8000,768,0,?,32,132
1100,2000,32000,?,8,6,50
115,2000,1000,64,16,0,40
900,1000,24000,0,16,19,21
105,2000,5000,64,3,8,41
1500,1000,?,0,6,8,33
180,?,3000,8,1,4,42
140,1000,12000,0,1,24,341
400,2000,12000,32,1,14,27
56,512,?,0,1,64,36
125,8000,2000,128,2,1,101
160,2000,5000,8,1,7,360
?,4000,8000,24,1,24,138
38,2000,2000,0,1,4,23
56,2000,12000,0,1,1,53
26,2000,12000,64,1,14,142
75,2000,12000,0,3,24,29
57,768,4000,64,32,38,41
400,2000,8000,8,4,6,42
29,2000,8000,8,5,24,290
50,512,32000,30,12,16,67
800,8000,3000,16,2,24,21
480,8000,4000,0,1,3,73
50,2000,32000,8,1,32,24
105,1000,1000,64,1,32,19
810,2000,4000,0,1,6,?
100,3100,8000,32,1,4,34
200,5000,4000,8,5,6,24
56,8000,8000,0,1,26,149
23,2000,4000,24,0,24,25
50,2000,6200,8,1,14,107
56,768,2000,64,4,5,74
400,1000,5000,6,3,1,25
160,512,8000,8,3,32,24
225,2000,32000,8,1,8,74
400,2000,32000,9,5,176,381
75,16000,24000,65,1,5,41
200,2000,32000,32,6,64,382
133,2000,8000,8,1,1,20
57,262,2620,16,3,0,24
143,1000,12000,64,1,8,48
167,1000,2000,0,1,2,220
50,4000,16000,30,4,12,57
59,?,4000,8,1,6,64
200,512,20970,2,6,24,32
1100,4000,16000,8,1,24,15
800,8000,32000,0,1,24,41
30,1000,8000,0,6,6,253
50,4000,64000,8,16,24,181
140,1000,8000,16,16,32,220
100,2000,32000,0,4,0,149
167,2000,4000,32,1,0,41
200,2000,32000,0,3,6,381
320,1000,12000,16,1,10,21
350,1000,16000,8,3,64,64
480,16000,6200,?,6,4,253
38,1000,20970,0,1,8,53
400,768,8000,0,6,112,74
143,16000,?,4,16,176,41
26,1000,5000,2,3,8,56
110,1000,8000,16,3,24,120
112,4000,8000,0,1,12,27
160,1000,8000,8,6,8,23
30,8000,8000,0,1,6,29
23,2000,4000,0,4,6,26
300,2000,4000,0,1,24,24
140,2000,32000,?,3,6,64
143,2000,8000,8,1,1,116
56,4000,1000,32,1,8,35
?,2000,16000,8,4,6,23
38,8000,2000,0,1,6,15
50,2000,4000,64,1,24,116
25,2000,8000,64,3,2,101
26,4000,4000,0,2,8,30
50,2000,12000,8,1,5,80
160,256,8000,112,6,4,350
?,1000,8000,16,1,4,171
105,512,32000,1,16,4,54
140,2000,5000,32,3,48,281
180,1310,4000,0,1,32,25
60,384,64,64,4,24,27
1500,2000,3000,0,1,8,30
26,4000,5000,0,5,24,22
75,16000,16000,0,1,1,33
25,512,8000,32,1,32,23
29,2000,8000,0,1,64,?
160,256,24000,16,0,6,149
38,256,16000,16,4,8,42
125,4000,2000,64,0,176,33
26,192,4000,32,8,0,43
100,512,6200,8,6,16,37
38,1000,8000,32,6,1,253
180,1000,32000,16,1,7,34
29,8000,4000,8,5,0,40
50,768,16000,0,16,16,99
300,8000,2000,?,1,16,22
92,2000,8000,0,6,8,142
56,8000,16000,0,1,5,47
160,2620,24000,0,6,176,275
50,1310,32000,32,12,7,381
50,1000,16000,112,1,32,45
400,1000,24000,0,1,24,22
75,256,32000,64,8,12,?
900,512,4000,0,?,8,41
300,8000,?,65,12,20,20
26,4000,4000,0,16,32,382
480,16000,16000,4,3,6,182
115,512,1000,16,5,16,22
250,512,6200,8,0,6,266
400,1000,2620,24,6,5,42
140,4000,?,256,16,32,34
140,1000,3000,6,1,32,28
60,2300,1000,0,1,16,23
105,512,8000,8,8,2,47
810,512,2000,8,1,6,25
150,768,64000,8,8,6,23
143,4000,4000,64,1,20,35
26,2000,16000,4,5,6,37
75,256,8000,32,1,32,70
59,512,24000,32,1,1,30
1100,2000,6200,0,?,1,29
300,1000,16000,32,8,24,426
200,512,8000,8,8,6,74
140,1000,8000,8,3,12,128
160,2000,12000,64,2,1,20
800,1000,4000,8,1,32,57
200,2000,3500,32,1,1,54
1500,2000,8000,64,1,16,381
50,2000,4000,64,1,1,23
60,8000,6200,0,0,16,28
225,512,512,8,1,64,18
150,1000,8000,0,1,32,151
1500,1000,32000,0,3,48,361
105,1000,1000,64,1,20,47
29,524,32000,0,16,176,24
60,8000,3000,8,1,4,70
105,256,4000,?,1,8,36
900,512,12000,16,7,8,24
50,1000,1000,4,0,8,88
75,768,4000,32,1,16,34
23,8000,64000,0,1,24,82
330,2000,2000,64,1,24,113
115,8000,12000,8,1,24,34
50,2000,4000,8,1,16,30
105,1000,3500,8,5,8,74
38,3100,8000,0,3,16,56
115,1000,16000,4,12,7,175
200,32000,8000,2,3,2,919
133,768,12000,8,1,14,603
300,1000,20970,131,1,1,73
480,3000,4000,0,8,5,82
125,2000,32000,0,1,6,31
23,1000,32000,32,1,0,42
250,4000,8000,32,1,54,15
60,1000,16000,64,6,8,53
29,2000,5000,0,6,24,24
300,512,2000,2,1,2,88
185,4000,5000,30,1,3,65
160,2000,12000,0,3,3,25
75,512,16000,0,6,8,26
115,8000,6300,64,6,24,253
1500,8000,32000,32,1,1,38
29,16000,4000,8,4,10,199
26,256,1000,0,52,0,30
143,2000,4000,9,1,24,34
800,512,4000,256,1,8,74
900,2000,8000,0,5,4,350
160,512,1000,32,6,10,44
900,5000,4000,0,4,6,28
116,2000,32000,0,12,16,281
50,1000,4000,160,4,8,749
56,1000,6000,?,1,176,20
240,192,6000,0,1,38,102
56,3000,16000,0,3,5,149
50,4000,16000,0,1,24,32
